time,flow,temp,salt,aed_oxygen_oxy,aed_silica_rsi,aed_nitrogen_amm,aed_nitrogen_nit,aed_phosphorus_frp,aed_organic_matter_pon,aed_organic_matter_don,aed_organic_matter_pop,aed_organic_matter_dop,aed_organic_matter_poc,aed_organic_matter_doc,aed_phytoplankton_phy03,aed_phytoplankton_phy07,aed_phytoplankton_phy08
1997-03-22,391.1132258,16.82642,0.2725,0.6301875,0,0.000285714,0.159285714,0.000451613,0,0,0,0,0,0,0,0,0
1997-03-23,391.1132258,16.82642,0.2725,0.6301875,0,0.000285714,0.155714286,0.000258065,0,0,0,0,0,0,0,0,0
1997-03-24,391.1132258,16.82642,0.2725,0.6301875,0,0.000571429,0.162142857,0.000258065,0,0,0,0,0,0,0,0,0
1997-03-25,391.1132258,16.82642,0.2725,0.6301875,0,0.000357143,0.153571429,0.00016129,0,0,0,0,0,0,0,0,0
1997-03-26,391.1132258,16.82642,0.2725,0.6301875,0,0.000285714,0.148571429,0.000193548,0,0,0,0,0,0,0,0,0
1997-03-27,391.1132258,16.82642,0.2725,0.6301875,0,0.000142857,0.143571429,0.000225806,0,0,0,0,0,0,0,0,0
1997-03-28,391.1132258,16.82642,0.2725,0.6301875,0,0.000142857,0.137857143,0.000290323,0,0,0,0,0,0,0,0,0
1997-03-29,391.1132258,16.82642,0.2725,0.6301875,0,0.000571429,0.15,0.000290323,0,0,0,0,0,0,0,0,0
1997-03-30,391.1132258,16.82642,0.2725,0.6301875,0,0.000285714,0.150714286,0.000451613,0,0,0,0,0,0,0,0,0
1997-03-31,391.1132258,16.82642,0.2725,0.6301875,0,0.000357143,0.158571429,0.000419355,0,0,0,0,0,0,0,0,0
1997-04-01,145.238,18.11227,0.2641,0.613625,0,0.000357143,0.140714286,0.000419355,0,0,0,0,0,0,0,0,0
1997-04-02,145.238,18.11227,0.2641,0.613625,0,0.0005,0.133571429,0.000419355,0,0,0,0,0,0,0,0,0
1997-04-03,145.238,18.11227,0.2641,0.613625,0,0.000857143,0.142142857,0.000645161,0,0,0,0,0,0,0,0,0
1997-04-04,145.238,18.11227,0.2641,0.613625,0,0.000214286,0.144285714,0.000677419,0,0,0,0,0,0,0,0,0
1997-04-05,145.238,18.11227,0.2641,0.613625,0,0.000142857,0.147142857,0.000387097,0,0,0,0,0,0,0,0,0
1997-04-06,145.238,18.11227,0.2641,0.613625,0,0.000214286,0.137857143,0.000193548,0,0,0,0,0,0,0,0,0
1997-04-07,145.238,18.11227,0.2641,0.613625,0,0.0005,0.152857143,0.000225806,0,0,0,0,0,0,0,0,0
1997-04-08,145.238,18.11227,0.2641,0.613625,0,0.000428571,0.104285714,0.000225806,0,0,0,0,0,0,0,0,0
1997-04-09,145.238,18.11227,0.2641,0.613625,0,0.000714286,0.158571429,0.000322581,0,0,0,0,0,0,0,0,0
1997-04-10,145.238,18.11227,0.2641,0.613625,0,0.000571429,0.16,0.000322581,0,0,0,0,0,0,0,0,0
1997-04-11,145.238,18.11227,0.2641,0.613625,0,0.000285714,0.140714286,0.000258065,0,0,0,0,0,0,0,0,0
1997-04-12,145.238,18.11227,0.2641,0.613625,0,0.000357143,0.133571429,0.000322581,0,0,0,0,0,0,0,0,0
1997-04-13,145.238,18.11227,0.2641,0.613625,0,0.000285714,0.142142857,0.000387097,0,0,0,0,0,0,0,0,0
1997-04-14,145.238,18.11227,0.2641,0.613625,0,7.14E-05,0.144285714,0.000258065,0,0,0,0,0,0,0,0,0
1997-04-15,145.238,18.11227,0.2641,0.613625,0,0.000142857,0.147142857,0.000516129,0,0,0,0,0,0,0,0,0
1997-04-16,145.238,18.11227,0.2641,0.613625,0,0.000142857,0.137857143,0.000612903,0,0,0,0,0,0,0,0,0
1997-04-17,145.238,18.11227,0.2641,0.613625,0,0.000142857,0.152857143,0.000774194,0,0,0,0,0,0,0,0,0
1997-04-18,145.238,18.11227,0.2641,0.613625,0,0.000214286,0.104285714,0.000645161,0,0,0,0,0,0,0,0,0
1997-04-19,145.238,18.11227,0.2641,0.613625,0,0.000428571,0.158571429,0.000870968,0,0,0,0,0,0,0,0,0
1997-04-20,145.238,18.11227,0.2641,0.613625,0,0.000142857,0.16,0.000516129,0,0,0,0,0,0,0,0,0
1997-04-21,145.238,18.11227,0.2641,0.613625,0,0.000142857,0.140714286,0.000709677,0,0,0,0,0,0,0,0,0
1997-04-22,145.238,18.11227,0.2641,0.613625,0,0.000142857,0.133571429,0.000580645,0,0,0,0,0,0,0,0,0
1997-04-23,145.238,18.11227,0.2641,0.613625,0,0.000142857,0.142142857,0.000612903,0,0,0,0,0,0,0,0,0
1997-04-24,145.238,18.11227,0.2641,0.613625,0,0.000928571,0.144285714,0.000645161,0,0,0,0,0,0,0,0,0
1997-04-25,145.238,18.11227,0.2641,0.613625,0,0.000214286,0.147142857,0.000741935,0,0,0,0,0,0,0,0,0
1997-04-26,145.238,18.11227,0.2641,0.613625,0,0.000142857,0.137857143,0.000548387,0,0,0,0,0,0,0,0,0
1997-04-27,145.238,18.11227,0.2641,0.613625,0,0.000142857,0.152857143,0.000322581,0,0,0,0,0,0,0,0,0
1997-04-28,145.238,18.11227,0.2641,0.613625,0,0.0005,0.104285714,0.000483871,0,0,0,0,0,0,0,0,0
1997-04-29,145.238,18.11227,0.2641,0.613625,0,0.000785714,0.158571429,0.000580645,0,0,0,0,0,0,0,0,0
1997-04-30,145.238,18.11227,0.2641,0.613625,0,0.001071429,0.16,0.000709677,0,0,0,0,0,0,0,0,0
1997-05-01,41.38435484,19.23158,0.2788,0.5996875,0,0.000642857,0.164285714,0.000548387,0,0,0,0,0,0,0,0,0
1997-05-02,41.38435484,19.23158,0.2788,0.5996875,0,0.000357143,0.155,0.000580645,0,0,0,0,0,0,0,0,0
1997-05-03,41.38435484,19.23158,0.2788,0.5996875,0,0.001214286,0.159285714,0.000612903,0,0,0,0,0,0,0,0,0
1997-05-04,41.38435484,19.23158,0.2788,0.5996875,0,0.002142857,0.164285714,0.000677419,0,0,0,0,0,0,0,0,0
1997-05-05,41.38435484,19.23158,0.2788,0.5996875,0,0.003,0.16,0.000741935,0,0,0,0,0,0,0,0,0
1997-05-06,41.38435484,19.23158,0.2788,0.5996875,0,0.001071429,0.161428571,0.000516129,0,0,0,0,0,0,0,0,0
1997-05-07,41.38435484,19.23158,0.2788,0.5996875,0,0.001,0.176428571,0.000483871,0,0,0,0,0,0,0,0,0
1997-05-08,41.38435484,19.23158,0.2788,0.5996875,0,0.0015,0.158571429,0.000645161,0,0,0,0,0,0,0,0,0
1997-05-09,41.38435484,19.23158,0.2788,0.5996875,0,0.000857143,0.165714286,0.000580645,0,0,0,0,0,0,0,0,0
1997-05-10,41.38435484,19.23158,0.2788,0.5996875,0,0.000928571,0.162142857,0.001612903,0,0,0,0,0,0,0,0,0
1997-05-11,41.38435484,19.23158,0.2788,0.5996875,0,0.000857143,0.161428571,0.000709677,0,0,0,0,0,0,0,0,0
1997-05-12,41.38435484,19.23158,0.2788,0.5996875,0,0.000857143,0.151428571,0.000645161,0,0,0,0,0,0,0,0,0
1997-05-13,41.38435484,19.23158,0.2788,0.5996875,0,0,0.159285714,0.000258065,0,0,0,0,0,0,0,0,0
1997-05-14,41.38435484,19.23158,0.2788,0.5996875,0,0,0.153571429,0.000419355,0,0,0,0,0,0,0,0,0
1997-05-15,41.38435484,19.23158,0.2788,0.5996875,0,0.000714286,0.157142857,0.000612903,0,0,0,0,0,0,0,0,0
1997-05-16,41.38435484,19.23158,0.2788,0.5996875,0,0,0.159285714,0.000548387,0,0,0,0,0,0,0,0,0
1997-05-17,41.38435484,19.23158,0.2788,0.5996875,0,0.000428571,0.164285714,0.000548387,0,0,0,0,0,0,0,0,0
1997-05-18,41.38435484,19.23158,0.2788,0.5996875,0,0.000714286,0.155,0.000483871,0,0,0,0,0,0,0,0,0
1997-05-19,41.38435484,19.23158,0.2788,0.5996875,0,0.000428571,0.159285714,0.000322581,0,0,0,0,0,0,0,0,0
1997-05-20,41.38435484,19.23158,0.2788,0.5996875,0,0.000214286,0.164285714,0.000322581,0,0,0,0,0,0,0,0,0
1997-05-21,41.38435484,19.23158,0.2788,0.5996875,0,0.000357143,0.16,0.000387097,0,0,0,0,0,0,0,0,0
1997-05-22,41.38435484,19.23158,0.2788,0.5996875,0,0.000928571,0.161428571,0.000354839,0,0,0,0,0,0,0,0,0
1997-05-23,41.38435484,19.23158,0.2788,0.5996875,0,0.0005,0.176428571,0.000451613,0,0,0,0,0,0,0,0,0
1997-05-24,41.38435484,19.23158,0.2788,0.5996875,0,0.000714286,0.158571429,0.000548387,0,0,0,0,0,0,0,0,0
1997-05-25,41.38435484,19.23158,0.2788,0.5996875,0,0.000642857,0.165714286,0.000516129,0,0,0,0,0,0,0,0,0
1997-05-26,41.38435484,19.23158,0.2788,0.5996875,0,0.000571429,0.162142857,0.000645161,0,0,0,0,0,0,0,0,0
1997-05-27,41.38435484,19.23158,0.2788,0.5996875,0,7.14E-05,0.161428571,0.000451613,0,0,0,0,0,0,0,0,0
1997-05-28,41.38435484,19.23158,0.2788,0.5996875,0,0.000142857,0.151428571,0.000580645,0,0,0,0,0,0,0,0,0
1997-05-29,41.38435484,19.23158,0.2788,0.5996875,0,0.000214286,0.159285714,0.000129032,0,0,0,0,0,0,0,0,0
1997-05-30,41.38435484,19.23158,0.2788,0.5996875,0,0.000214286,0.153571429,0.000290323,0,0,0,0,0,0,0,0,0
1997-05-31,41.38435484,19.23158,0.2788,0.5996875,0,0.000285714,0.157142857,0.000258065,0,0,0,0,0,0,0,0,0
1997-06-01,26.00666667,19.8843,0.2809,0.591875,0,0.000142857,0.150714286,0.000354839,0,0,0,0,0,0,0,0,0
1997-06-02,26.00666667,19.8843,0.2809,0.591875,0,0.000428571,0.148571429,0.000322581,0,0,0,0,0,0,0,0,0
1997-06-03,26.00666667,19.8843,0.2809,0.591875,0,0.000785714,0.147857143,0.000354839,0,0,0,0,0,0,0,0,0
1997-06-04,26.00666667,19.8843,0.2809,0.591875,0,0.001,0.155,0.000387097,0,0,0,0,0,0,0,0,0
1997-06-05,26.00666667,19.8843,0.2809,0.591875,0,0.000357143,0.150714286,0.000548387,0,0,0,0,0,0,0,0,0
1997-06-06,26.00666667,19.8843,0.2809,0.591875,0,0.000428571,0.155714286,0.000580645,0,0,0,0,0,0,0,0,0
1997-06-07,26.00666667,19.8843,0.2809,0.591875,0,0.000214286,0.152142857,0.000419355,0,0,0,0,0,0,0,0,0
1997-06-08,26.00666667,19.8843,0.2809,0.591875,0,0.000214286,0.152857143,0.000548387,0,0,0,0,0,0,0,0,0
1997-06-09,26.00666667,19.8843,0.2809,0.591875,0,0.000571429,0.146428571,0.000516129,0,0,0,0,0,0,0,0,0
1997-06-10,26.00666667,19.8843,0.2809,0.591875,0,0.001928571,0.157142857,0.000451613,0,0,0,0,0,0,0,0,0
1997-06-11,26.00666667,19.8843,0.2809,0.591875,0,0.000785714,0.152857143,0.000548387,0,0,0,0,0,0,0,0,0
1997-06-12,26.00666667,19.8843,0.2809,0.591875,0,0.000428571,0.143571429,0.000258065,0,0,0,0,0,0,0,0,0
1997-06-13,26.00666667,19.8843,0.2809,0.591875,0,0.000285714,0.155714286,0.000451613,0,0,0,0,0,0,0,0,0
1997-06-14,26.00666667,19.8843,0.2809,0.591875,0,0.000428571,0.149285714,0.000516129,0,0,0,0,0,0,0,0,0
1997-06-15,26.00666667,19.8843,0.2809,0.591875,0,0.0005,0.150714286,0.000612903,0,0,0,0,0,0,0,0,0
1997-06-16,26.00666667,19.8843,0.2809,0.591875,0,0.000571429,0.148571429,0.000387097,0,0,0,0,0,0,0,0,0
1997-06-17,26.00666667,19.8843,0.2809,0.591875,0,0.0005,0.147857143,0.000258065,0,0,0,0,0,0,0,0,0
1997-06-18,26.00666667,19.8843,0.2809,0.591875,0,0.000214286,0.155,0.000419355,0,0,0,0,0,0,0,0,0
1997-06-19,26.00666667,19.8843,0.2809,0.591875,0,0.000357143,0.150714286,0.000387097,0,0,0,0,0,0,0,0,0
1997-06-20,26.00666667,19.8843,0.2809,0.591875,0,0.000428571,0.155714286,0.000387097,0,0,0,0,0,0,0,0,0
1997-06-21,26.00666667,19.8843,0.2809,0.591875,0,0.000571429,0.152142857,0.000387097,0,0,0,0,0,0,0,0,0
1997-06-22,26.00666667,19.8843,0.2809,0.591875,0,0.000642857,0.152857143,0.000387097,0,0,0,0,0,0,0,0,0
1997-06-23,26.00666667,19.8843,0.2809,0.591875,0,0.000714286,0.146428571,0.000354839,0,0,0,0,0,0,0,0,0
1997-06-24,26.00666667,19.8843,0.2809,0.591875,0,0.001357143,0.157142857,0.000677419,0,0,0,0,0,0,0,0,0
1997-06-25,26.00666667,19.8843,0.2809,0.591875,0,0.0005,0.152857143,0.000774194,0,0,0,0,0,0,0,0,0
1997-06-26,26.00666667,19.8843,0.2809,0.591875,0,0.001285714,0.143571429,0.000806452,0,0,0,0,0,0,0,0,0
1997-06-27,26.00666667,19.8843,0.2809,0.591875,0,0.001071429,0.155714286,0.000903226,0,0,0,0,0,0,0,0,0
1997-06-28,26.00666667,19.8843,0.2809,0.591875,0,0.000642857,0.149285714,0.000709677,0,0,0,0,0,0,0,0,0
1997-06-29,26.00666667,19.8843,0.2809,0.591875,0,0.000357143,0.157142857,0.000451613,0,0,0,0,0,0,0,0,0
1997-06-30,26.00666667,19.8843,0.2809,0.591875,0,0.000142857,0.154285714,0.000419355,0,0,0,0,0,0,0,0,0
1997-07-01,22.4916129,19.88803,0.2809,0.5918125,0,0.000214286,0.151428571,0.000225806,0,0,0,0,0,0,0,0,0
1997-07-02,22.4916129,19.88803,0.2809,0.5918125,0,0.000357143,0.147857143,0.000290323,0,0,0,0,0,0,0,0,0
1997-07-03,22.4916129,19.88803,0.2809,0.5918125,0,0.000428571,0.15,0.000419355,0,0,0,0,0,0,0,0,0
1997-07-04,22.4916129,19.88803,0.2809,0.5918125,0,0.000285714,0.135714286,0.000387097,0,0,0,0,0,0,0,0,0
1997-07-05,22.4916129,19.88803,0.2809,0.5918125,0,0.000928571,0.144285714,0.000451613,0,0,0,0,0,0,0,0,0
1997-07-06,22.4916129,19.88803,0.2809,0.5918125,0,0.005142857,0.146428571,0.000322581,0,0,0,0,0,0,0,0,0
1997-07-07,22.4916129,19.88803,0.2809,0.5918125,0,0.0005,0.144285714,0.000322581,0,0,0,0,0,0,0,0,0
1997-07-08,22.4916129,19.88803,0.2809,0.5918125,0,0.000357143,0.130714286,0.000451613,0,0,0,0,0,0,0,0,0
1997-07-09,22.4916129,19.88803,0.2809,0.5918125,0,0.000285714,0.132857143,0.000258065,0,0,0,0,0,0,0,0,0
1997-07-10,22.4916129,19.88803,0.2809,0.5918125,0,0.000642857,0.151428571,0.000290323,0,0,0,0,0,0,0,0,0
1997-07-11,22.4916129,19.88803,0.2809,0.5918125,0,0.000285714,0.147857143,0.000225806,0,0,0,0,0,0,0,0,0
1997-07-12,22.4916129,19.88803,0.2809,0.5918125,0,0.000285714,0.15,0.000258065,0,0,0,0,0,0,0,0,0
1997-07-13,22.4916129,19.88803,0.2809,0.5918125,0,0.0005,0.135714286,0.000322581,0,0,0,0,0,0,0,0,0
1997-07-14,22.4916129,19.88803,0.2809,0.5918125,0,0.000571429,0.144285714,0.000483871,0,0,0,0,0,0,0,0,0
1997-07-15,22.4916129,19.88803,0.2809,0.5918125,0,0.000214286,0.146428571,0.000322581,0,0,0,0,0,0,0,0,0
1997-07-16,22.4916129,19.88803,0.2809,0.5918125,0,0.000357143,0.144285714,0.000258065,0,0,0,0,0,0,0,0,0
1997-07-17,22.4916129,19.88803,0.2809,0.5918125,0,0.0005,0.130714286,0.000193548,0,0,0,0,0,0,0,0,0
1997-07-18,22.4916129,19.88803,0.2809,0.5918125,0,0.0005,0.132857143,0.000741935,0,0,0,0,0,0,0,0,0
1997-07-19,22.4916129,19.88803,0.2809,0.5918125,0,0.000357143,0.151428571,0.000322581,0,0,0,0,0,0,0,0,0
1997-07-20,22.4916129,19.88803,0.2809,0.5918125,0,0.000285714,0.147857143,0.000290323,0,0,0,0,0,0,0,0,0
1997-07-21,22.4916129,19.88803,0.2809,0.5918125,0,0.000714286,0.15,0.000322581,0,0,0,0,0,0,0,0,0
1997-07-22,22.4916129,19.88803,0.2809,0.5918125,0,0.0005,0.135714286,0.000354839,0,0,0,0,0,0,0,0,0
1997-07-23,22.4916129,19.88803,0.2809,0.5918125,0,0.000642857,0.144285714,0.000354839,0,0,0,0,0,0,0,0,0
1997-07-24,22.4916129,19.88803,0.2809,0.5918125,0,0.0025,0.146428571,0.000419355,0,0,0,0,0,0,0,0,0
1997-07-25,22.4916129,19.88803,0.2809,0.5918125,0,0.013928571,0.144285714,0.00183871,0,0,0,0,0,0,0,0,0
1997-07-26,22.4916129,19.88803,0.2809,0.5918125,0,0.007428571,0.130714286,0.001129032,0,0,0,0,0,0,0,0,0
