time,flow,temp,salt,aed_oxygen_oxy,aed_silica_rsi,aed_nitrogen_amm,aed_nitrogen_nit,aed_phosphorus_frp,aed_organic_matter_pon,aed_organic_matter_don,aed_organic_matter_pop,aed_organic_matter_dop,aed_organic_matter_poc,aed_organic_matter_doc,aed_phytoplankton_phy03,aed_phytoplankton_phy07,aed_phytoplankton_phy08
1997-02-17,1024.213662,13.5,0.316832,338.46875,0,0.071428571,121.4285714,1.258064516,0,0,0,0,0,0,0,0,0
1997-02-18,1042.090788,13.5,0.316832,338.46875,0,0.071428571,127.8571429,1.741935484,0,0,0,0,0,0,0,0,0
1997-02-19,1053.27266,14.5,0.311936,331.125,0,0.642857143,121.4285714,1.35483871,0,0,0,0,0,0,0,0,0
1997-02-20,1072.553232,15,0.339476,327.5,0,3.214285714,135,2.258064516,0,0,0,0,0,0,0,0,0
1997-02-21,1073.524244,15,0.327848,327.5,0,2.357142857,135.7142857,2.709677419,0,0,0,0,0,0,0,0,0
1997-02-22,5240.731907,15,0.324023,327.53125,0,3.714285714,202.6428571,2.806451613,0,0,0,0,0,0,0,0,0
1997-02-23,6963.552609,11,0.32642,358.21875,0,5.071428571,269.5,2.903225806,0,0,0,0,0,0,0,0,0
1997-02-24,5007.785154,12.5,0.387824,346,0,6.428571429,336.4285714,3,0,0,0,0,0,0,0,0,0
1997-02-25,3070.140933,12.66666667,0.45086,344.5625,0,6,441.4285714,2.612903226,0,0,0,0,0,0,0,0,0
1997-02-26,2383.781951,13.33333333,0.459428,339.4375,0,6,431.4285714,2.483870968,0,0,0,0,0,0,0,0,0
1997-02-27,2044.923606,13.66666667,0.450248,336.96875,0,1.214285714,391.4285714,2.419354839,0,0,0,0,0,0,0,0,0
1997-02-28,1911.415023,14,0.44168,334.5,0,0.5,336.4285714,2.709677419,0,0,0,0,0,0,0,0,0
1997-03-01,1798.009087,15,0.427604,327.3125,0,1.5,331.4285714,2.516129032,0,0,0,0,0,0,0,0,0
1997-03-02,1750.518556,16,0.416588,320.375,0,1.642857143,302.8571429,2.967741935,0,0,0,0,0,0,0,0,0
1997-03-03,1736.654086,15,0.415976,327.34375,0,3.142857143,284.2857143,2.193548387,0,0,0,0,0,0,0,0,0
1997-03-04,1822.44432,15,0.3866,327.40625,0,2.714285714,260,2.161290323,0,0,0,0,0,0,0,0,0
1997-03-05,1782.520005,14,0.397616,334.59375,0,2.785714286,260,2,0,0,0,0,0,0,0,0,0
1997-03-06,1742.928043,14,0.393944,334.59375,0,1.714285714,247.1428571,2.451612903,0,0,0,0,0,0,0,0,0
1997-03-07,1752.018889,14,0.38354,334.625,0,1.285714286,218.5714286,1.774193548,0,0,0,0,0,0,0,0,0
1997-03-08,1701.114074,14,0.384152,334.625,0,2.142857143,217.1428571,1.580645161,0,0,0,0,0,0,0,0,0
1997-03-09,1635.44023,14,0.376808,334.625,0,2.071428571,215.7142857,1.677419355,0,0,0,0,0,0,0,0,0
1997-03-10,1594.442253,14.5,0.37742,331,0,2.5,187.8571429,1.483870968,0,0,0,0,0,0,0,0,0
1997-03-11,1573.613934,14.5,0.373748,331,0,2.857142857,180,1.322580645,0,0,0,0,0,0,0,0,0
1997-03-12,1514.701617,14.5,0.369464,331,0,2.428571429,172.1428571,1.290322581,0,0,0,0,0,0,0,0,0
1997-03-13,1481.054689,15,0.364568,327.4375,0,3.5,185,1.35483871,0,0,0,0,0,0,0,0,0
1997-03-14,1526.216171,15,0.356612,327.4375,0,1.714285714,182.8571429,1.64516129,0,0,0,0,0,0,0,0,0
1997-03-15,1568.892736,16,0.370688,320.46875,0,5.857142857,181.4285714,1.774193548,0,0,0,0,0,0,0,0,0
1997-03-16,1781.672304,15,0.36212,327.4375,0,5.214285714,184.2857143,2.516129032,0,0,0,0,0,0,0,0,0
1997-03-17,2380.205208,14.5,0.353552,331.03125,0,6.071428571,178.5714286,3.612903226,0,0,0,0,0,0,0,0,0
1997-03-18,3728.507585,14.5,0.32846,331.09375,0,2.785714286,160,2.870967742,0,0,0,0,0,0,0,0,0
1997-03-19,5522.003079,13.5,0.314996,338.5,0,11.64285714,152.8571429,3.322580645,0,0,0,0,0,0,0,0,0
1997-03-20,3822.436732,13,0.37742,342.15625,0,3.357142857,265,2.451612903,0,0,0,0,0,0,0,0,0
1997-03-21,2914.079781,13,0.399452,342.09375,0,1.142857143,304.2857143,2.225806452,0,0,0,0,0,0,0,0,0
1997-03-22,2675.986689,13,0.400676,342.09375,0,1.285714286,305,2.258064516,0,0,0,0,0,0,0,0,0
1997-03-23,2703.244134,15,0.370076,327.4375,0,2.071428571,246.4285714,1.903225806,0,0,0,0,0,0,0,0,0
1997-03-24,2538.41905,14.5,0.400676,330.9375,0,4.5,261.4285714,2.032258065,0,0,0,0,0,0,0,0,0
1997-03-25,2601.801027,14.5,0.370688,331,0,4.357142857,213.5714286,1.935483871,0,0,0,0,0,0,0,0,0
1997-03-26,2339.840497,14,0.370076,334.65625,0,2.5,219.2857143,1.548387097,0,0,0,0,0,0,0,0,0
1997-03-27,2189.167232,14,0.376196,334.625,0,0.857142857,216.4285714,1.322580645,0,0,0,0,0,0,0,0,0
1997-03-28,2098.271352,14,0.370076,334.65625,0,0.642857143,207.8571429,1.35483871,0,0,0,0,0,0,0,0,0
1997-03-29,2022.651947,14,0.370076,334.65625,0,2.285714286,202.1428571,1.225806452,0,0,0,0,0,0,0,0,0
1997-03-30,2005.469082,15,0.344984,327.46875,0,1.071428571,196.4285714,1.516129032,0,0,0,0,0,0,0,0,0
1997-03-31,1937.803433,15,0.358448,327.4375,0,1.142857143,187.8571429,1.322580645,0,0,0,0,0,0,0,0,0
1997-04-01,1814.869631,15,0.345596,327.46875,0,1.214285714,157.8571429,1.290322581,0,0,0,0,0,0,0,0,0
1997-04-02,1770.210122,16,0.340088,320.53125,0,1.571428571,153.5714286,1.290322581,0,0,0,0,0,0,0,0,0
1997-04-03,1825.651111,17,0.349268,313.8125,0,2.5,160,2,0,0,0,0,0,0,0,0,0
1997-04-04,1788.565165,17,0.343148,313.8125,0,0.642857143,161.4285714,2,0,0,0,0,0,0,0,0,0
1997-04-05,1793.169234,17,0.333356,313.84375,0,0.642857143,158.5714286,1.64516129,0,0,0,0,0,0,0,0,0
1997-04-06,1951.225052,15,0.335192,327.5,0,2.5,155.7142857,2.483870968,0,0,0,0,0,0,0,0,0
1997-04-07,1851.994939,15,0.348044,327.46875,0,3.428571429,151.4285714,1.516129032,0,0,0,0,0,0,0,0,0
1997-04-08,2052.725462,15,0.339476,327.5,0,2.928571429,132.8571429,1.483870968,0,0,0,0,0,0,0,0,0
1997-04-09,2409.428115,15,0.3407,327.46875,0,3.214285714,140,1.548387097,0,0,0,0,0,0,0,0,0
1997-04-10,2768.600165,14.5,0.315608,331.125,0,3.142857143,127.1428571,1.870967742,0,0,0,0,0,0,0,0,0
1997-04-11,2612.70413,14.5,0.324788,331.09375,0,2.285714286,135.7142857,1.967741935,0,0,0,0,0,0,0,0,0
1997-04-12,2362.177971,14,0.33458,334.71875,0,1.642857143,152.1428571,1.516129032,0,0,0,0,0,0,0,0,0
1997-04-13,2276.64641,16,0.338252,320.53125,0,1,145.7142857,1.290322581,0,0,0,0,0,0,0,0,0
1997-04-14,2193.981067,16,0.326624,320.5625,0,0.285714286,140.7142857,0.774193548,0,0,0,0,0,0,0,0,0
1997-04-15,2141.968726,16,0.342536,320.53125,0,0.285714286,162.1428571,1.387096774,0,0,0,0,0,0,0,0,0
1997-04-16,2091.408601,15.5,0.33458,323.96875,0,0.285714286,180,1.451612903,0,0,0,0,0,0,0,0,0
1997-04-17,2043.533615,15.5,0.31316,324.03125,0,0.285714286,142.8571429,1.741935484,0,0,0,0,0,0,0,0,0
1997-04-18,2000.11624,15.69230769,0.33152,322.65625,0,0.5,149.2857143,1.419354839,0,0,0,0,0,0,0,0,0
1997-04-19,1947.811264,16.07692308,0.335804,320,0,0.857142857,171.4285714,1.806451613,0,0,0,0,0,0,0,0,0
1997-04-20,1870.106609,16.15384615,0.30704,319.53125,0,0.285714286,113.5714286,1.064516129,0,0,0,0,0,0,0,0,0
1997-04-21,1808.548223,16.23076923,0.315608,319,0,0.285714286,130,1.483870968,0,0,0,0,0,0,0,0,0
1997-04-22,1816.557219,16.30769231,0.310712,318.5,0,0.214285714,122.8571429,1.129032258,0,0,0,0,0,0,0,0,0
1997-04-23,1840.698032,16.38461538,0.307652,317.96875,0,0.214285714,117.8571429,1.096774194,0,0,0,0,0,0,0,0,0
1997-04-24,1730.224996,16.46153846,0.301532,317.46875,0,1.642857143,127.1428571,1.129032258,0,0,0,0,0,0,0,0,0
1997-04-25,1683.380333,16.53846154,0.302144,316.96875,0,0.428571429,127.8571429,1.35483871,0,0,0,0,0,0,0,0,0
1997-04-26,1767.037337,16.61538462,0.297248,316.46875,0,0.285714286,115.7142857,0.935483871,0,0,0,0,0,0,0,0,0
1997-04-27,1754.56899,16.69230769,0.292964,315.9375,0,0.285714286,119.2857143,0.580645161,0,0,0,0,0,0,0,0,0
1997-04-28,1736.796507,16.76923077,0.2977988,315.4375,0,0.857142857,119.0714286,0.838709677,0,0,0,0,0,0,0,0,0
1997-04-29,1655.569469,16.84615385,0.2960852,314.9375,0,1.428571429,118.7857143,1.064516129,0,0,0,0,0,0,0,0,0
1997-04-30,1645.853144,16.92307692,0.300308,314.40625,0,2,118.5714286,1.322580645,0,0,0,0,0,0,0,0,0
1997-05-01,1606.136599,16.97435897,0.343148,314,0,1.142857143,121.4285714,1,0,0,0,0,0,0,0,0,0
1997-05-02,1472.504678,17,0.3254,313.84375,0,0.785714286,174.2857143,1.129032258,0,0,0,0,0,0,0,0,0
1997-05-03,1443.488998,17,0.3192188,313.875,0,2.428571429,161.4285714,1.225806452,0,0,0,0,0,0,0,0,0
1997-05-04,1527.596138,18,0.325706,307.40625,0,4,148.5714286,1.290322581,0,0,0,0,0,0,0,0,0
1997-05-05,1483.493261,18,0.329684,307.40625,0,5.642857143,135.7142857,1.387096774,0,0,0,0,0,0,0,0,0
1997-05-06,1340.663706,18,0.308876,307.4375,0,2.214285714,112.1428571,1.032258065,0,0,0,0,0,0,0,0,0
1997-05-07,1272.528631,18,0.306428,307.4375,0,2.071428571,45,1,0,0,0,0,0,0,0,0,0
1997-05-08,1226.895516,18,0.311324,307.4375,0,3.285714286,101.4285714,1.419354839,0,0,0,0,0,0,0,0,0
1997-05-09,1169.971639,18.11111111,0.298472,306.75,0,1.928571429,111.4285714,1.290322581,0,0,0,0,0,0,0,0,0
1997-05-10,1181.502188,18.33333333,0.299696,305.34375,0,2.071428571,109.2857143,3.548387097,0,0,0,0,0,0,0,0,0
1997-05-11,1179.204925,18.66666667,0.297248,303.28125,0,1.857142857,110.7142857,1.483870968,0,0,0,0,0,0,0,0,0
1997-05-12,1150.031697,19,0.29786,301.21875,0,1.928571429,112.1428571,1.419354839,0,0,0,0,0,0,0,0,0
1997-05-13,1116.386278,19.33333333,0.299696,299.1875,0,0,95.71428571,0.580645161,0,0,0,0,0,0,0,0,0
1997-05-14,1128.292717,19.66666667,0.301532,297.1875,0,0.071428571,92.85714286,0.870967742,0,0,0,0,0,0,0,0,0
1997-05-15,1135.997478,19.88888889,0.29786,295.875,0,1.428571429,113.5714286,1.258064516,0,0,0,0,0,0,0,0,0
1997-05-16,1104.611917,20,0.30092,295.21875,0,0.071428571,117.1428571,1.096774194,0,0,0,0,0,0,0,0,0
1997-05-17,1169.259108,20,0.300308,295.21875,0,0.857142857,113.5714286,1.064516129,0,0,0,0,0,0,0,0,0
1997-05-18,1171.257825,19,0.294188,301.21875,0,1.285714286,112.1428571,0.870967742,0,0,0,0,0,0,0,0,0
1997-05-19,1165.982485,19.25,0.308264,299.6875,0,0.785714286,95,0.612903226,0,0,0,0,0,0,0,0,0
1997-05-20,1182.26559,19.25,0.316832,299.65625,0,0.357142857,101.4285714,0.580645161,0,0,0,0,0,0,0,0,0
1997-05-21,1158.252434,19.25,0.321116,299.65625,0,0.642857143,94.28571429,0.677419355,0,0,0,0,0,0,0,0,0
1997-05-22,1183.68925,19,0.322952,301.1875,0,1.5,97.14285714,0.612903226,0,0,0,0,0,0,0,0,0
1997-05-23,1182.220356,19,0.32234,301.1875,0,0.857142857,101.4285714,0.741935484,0,0,0,0,0,0,0,0,0
1997-05-24,1211.291252,19,0.316832,301.1875,0,1.071428571,100,0.870967742,0,0,0,0,0,0,0,0,0
1997-05-25,1181.983283,19,0.311324,301.1875,0,1.071428571,99.28571429,0.838709677,0,0,0,0,0,0,0,0,0
1997-05-26,1140.625244,19.5,0.315608,298.15625,0,0.857142857,94.28571429,1.032258065,0,0,0,0,0,0,0,0,0
1997-05-27,1134.826529,19.5,0.318056,298.15625,0,0.142857143,100.7142857,0.709677419,0,0,0,0,0,0,0,0,0
1997-05-28,1026.497124,20,0.311324,295.1875,0,0.214285714,97.85714286,1,0,0,0,0,0,0,0,0,0
1997-05-29,1083.163915,20,0.300308,295.21875,0,0.357142857,100,0.193548387,0,0,0,0,0,0,0,0,0
1997-05-30,1012.245585,20,0.29174,295.21875,0,0.357142857,109.2857143,0.516129032,0,0,0,0,0,0,0,0,0
1997-05-31,1046.857979,20,0.291128,295.25,0,0.5,99.28571429,0.451612903,0,0,0,0,0,0,0,0,0
1997-06-01,991.4923413,20,0.292964,295.21875,0,0.214285714,107.1428571,0.677419355,0,0,0,0,0,0,0,0,0
1997-06-02,940.9124225,20,0.295412,295.21875,0,0.857142857,97.14285714,0.612903226,0,0,0,0,0,0,0,0,0
1997-06-03,931.6545137,20,0.295412,295.21875,0,1.571428571,101.4285714,0.709677419,0,0,0,0,0,0,0,0,0
1997-06-04,932.8197622,20,0.302144,295.21875,0,2,102.1428571,0.774193548,0,0,0,0,0,0,0,0,0
1997-06-05,947.4249865,22,0.290516,283.84375,0,0.714285714,117.1428571,1.064516129,0,0,0,0,0,0,0,0,0
1997-06-06,935.5515899,22,0.290516,283.84375,0,0.857142857,115.7142857,1.129032258,0,0,0,0,0,0,0,0,0
1997-06-07,961.4164109,24,0.289292,273.21875,0,0.357142857,112.8571429,0.806451613,0,0,0,0,0,0,0,0,0
1997-06-08,931.6856143,20,0.289292,295.25,0,0.428571429,123.5714286,1.096774194,0,0,0,0,0,0,0,0,0
1997-06-09,849.8882341,20,0.23972,295.3125,0,1.214285714,125.7142857,1.096774194,0,0,0,0,0,0,0,0,0
1997-06-10,809.2684304,20,0.296024,295.21875,0,4.285714286,127.1428571,1.032258065,0,0,0,0,0,0,0,0,0
1997-06-11,818.6776363,20,0.30092,295.21875,0,1.785714286,133.5714286,1.193548387,0,0,0,0,0,0,0,0,0
1997-06-12,855.4122225,21,0.299696,289.4375,0,0.928571429,120,0.548387097,0,0,0,0,0,0,0,0,0
1997-06-13,807.6945282,21,0.296024,289.4375,0,0.642857143,137.8571429,0.967741935,0,0,0,0,0,0,0,0,0
1997-06-14,845.2701794,21,0.294188,289.4375,0,0.857142857,127.1428571,1.032258065,0,0,0,0,0,0,0,0,0
1997-06-15,857.6587889,21,0.29174,289.4375,0,1,105,1.225806452,0,0,0,0,0,0,0,0,0
1997-06-16,825.9380833,21,0.290516,289.4375,0,1.142857143,132.1428571,0.838709677,0,0,0,0,0,0,0,0,0
1997-06-17,752.087831,21.5,0.29174,286.625,0,1.071428571,75.71428571,0.580645161,0,0,0,0,0,0,0,0,0
1997-06-18,713.8478577,21.5,0.3101,286.59375,0,0.5,90.71428571,1,0,0,0,0,0,0,0,0,0
1997-06-19,708.4032843,22,0.2970032,283.84375,0,0.785714286,100.7142857,0.967741935,0,0,0,0,0,0,0,0,0
1997-06-20,677.5317659,22,0.3006752,283.84375,0,1.071428571,110.7142857,0.967741935,0,0,0,0,0,0,0,0,0
1997-06-21,700.0347747,23,0.304592,278.4375,0,1.357142857,120.7142857,0.935483871,0,0,0,0,0,0,0,0,0
1997-06-22,690.6663803,22,0.307805,283.8125,0,1.642857143,130.7142857,0.935483871,0,0,0,0,0,0,0,0,0
1997-06-23,659.4311657,22.5,0.317444,281.09375,0,1.928571429,140.7142857,0.903225806,0,0,0,0,0,0,0,0,0
1997-06-24,635.4044372,22.5,0.321728,281.0625,0,3.714285714,165.7142857,1.838709677,0,0,0,0,0,0,0,0,0
1997-06-25,625.2775198,22.5,0.316832,281.09375,0,1.357142857,149.2857143,2.129032258,0,0,0,0,0,0,0,0,0
1997-06-26,600.3234679,23,0.319892,278.40625,0,3.642857143,126.4285714,2.322580645,0,0,0,0,0,0,0,0,0
1997-06-27,579.9458101,23,0.322952,278.40625,0,3.142857143,120.7142857,2.64516129,0,0,0,0,0,0,0,0,0
1997-06-28,605.435116,24,0.321116,273.1875,0,1.785714286,125.7142857,2,0,0,0,0,0,0,0,0,0
1997-06-29,606.4904884,24,0.318668,273.1875,0,0.928571429,119.2857143,1.322580645,0,0,0,0,0,0,0,0,0
1997-06-30,558.1788056,24,0.323564,273.1875,0,0.5,113.5714286,1.258064516,0,0,0,0,0,0,0,0,0
1997-07-01,550.2905478,24,0.326624,273.15625,0,0.714285714,121.4285714,0.677419355,0,0,0,0,0,0,0,0,0
1997-07-02,514.9782801,24,0.32846,273.15625,0,1.071428571,122.1428571,0.967741935,0,0,0,0,0,0,0,0,0
1997-07-03,522.4204573,24,0.3101,273.1875,0,1.285714286,127.8571429,1.290322581,0,0,0,0,0,0,0,0,0
1997-07-04,509.7384712,24,0.318056,273.1875,0,0.928571429,127.8571429,1.225806452,0,0,0,0,0,0,0,0,0
1997-07-05,561.3658754,24,0.302144,273.21875,0,2.642857143,125,1.322580645,0,0,0,0,0,0,0,0,0
1997-07-06,570.1850469,24,0.294188,273.21875,0,14.92857143,148.5714286,0.935483871,0,0,0,0,0,0,0,0,0
1997-07-07,522.2675113,24,0.306428,273.1875,0,1.5,97.85714286,1.032258065,0,0,0,0,0,0,0,0,0
1997-07-08,487.24357,24,0.307652,273.1875,0,1.214285714,113.5714286,1.516129032,0,0,0,0,0,0,0,0,0
1997-07-09,488.8150272,23.5,0.311936,275.78125,0,1.071428571,111.4285714,0.903225806,0,0,0,0,0,0,0,0,0
1997-07-10,487.8401804,23,0.311936,278.40625,0,2.285714286,139.2857143,1.032258065,0,0,0,0,0,0,0,0,0
1997-07-11,449.9556156,23,0.309488,278.40625,0,1.142857143,132.1428571,0.870967742,0,0,0,0,0,0,0,0,0
1997-07-12,486.0333839,23,0.311324,278.40625,0,1.071428571,137.8571429,0.903225806,0,0,0,0,0,0,0,0,0
1997-07-13,470.7167552,23,0.3101,278.40625,0,1.785714286,137.1428571,1.096774194,0,0,0,0,0,0,0,0,0
1997-07-14,442.0749385,23,0.31316,278.40625,0,2.071428571,137.8571429,1.741935484,0,0,0,0,0,0,0,0,0
1997-07-15,413.2327136,23,0.317444,278.40625,0,0.857142857,129.2857143,1.161290323,0,0,0,0,0,0,0,0,0
1997-07-16,421.2349387,23,0.321116,278.40625,0,1.214285714,136.4285714,0.903225806,0,0,0,0,0,0,0,0,0
1997-07-17,459.4550219,23.5,0.316832,275.78125,0,1.642857143,134.2857143,0.64516129,0,0,0,0,0,0,0,0,0
1997-07-18,429.5475198,23.5,0.317444,275.78125,0,1.857142857,127.1428571,2.741935484,0,0,0,0,0,0,0,0,0
1997-07-19,447.2314634,24,0.326624,273.15625,0,1.285714286,132.1428571,1.096774194,0,0,0,0,0,0,0,0,0
1997-07-20,489.1304076,25,0.312548,268.15625,0,1,127.8571429,0.903225806,0,0,0,0,0,0,0,0,0
1997-07-21,452.1080894,24.25,0.317444,271.90625,0,2.428571429,151.4285714,1.064516129,0,0,0,0,0,0,0,0,0
1997-07-22,430.3768672,24.25,0.315608,271.90625,0,1.785714286,143.5714286,1.225806452,0,0,0,0,0,0,0,0,0
1997-07-23,459.3727488,23.75,0.316832,274.46875,0,2.142857143,158.5714286,1.161290323,0,0,0,0,0,0,0,0,0
1997-07-24,444.2907687,24,0.321728,273.1875,0,8.642857143,152.1428571,1.483870968,0,0,0,0,0,0,0,0,0
1997-07-25,453.6533634,24,0.347432,273.125,0,47.64285714,205,6.290322581,0,0,0,0,0,0,0,0,0
1997-07-26,475.3527573,24,0.3254,273.1875,0,24.28571429,171.0714286,3.741935484,0,0,0,0,0,0,0,0,0
1997-07-27,536.647327,24,0.308264,273.1875,0,0.928571429,137.1428571,1.225806452,0,0,0,0,0,0,0,0,0
1997-07-28,477.1177366,24,0.309488,273.1875,0,1.928571429,148.5714286,1.35483871,0,0,0,0,0,0,0,0,0
1997-07-29,475.350145,24,0.30398,273.21875,0,0.785714286,113.5714286,0.935483871,0,0,0,0,0,0,0,0,0
1997-07-30,452.1020841,24,0.310712,273.1875,0,0.571428571,132.8571429,1.193548387,0,0,0,0,0,0,0,0,0
1997-07-31,446.2242078,24,0.315608,273.1875,0,0.642857143,129.2857143,0.741935484,0,0,0,0,0,0,0,0,0
1997-08-01,456.3554854,24,0.310712,273.1875,0,0.714285714,144.2857143,1.096774194,0,0,0,0,0,0,0,0,0
1997-08-02,465.1367233,24,0.306428,273.1875,0,1,145,1,0,0,0,0,0,0,0,0,0
1997-08-03,499.3966383,24,0.306428,273.1875,0,1.571428571,145.7142857,1.709677419,0,0,0,0,0,0,0,0,0
1997-08-04,492.1095398,24,0.30092,273.21875,0,1.928571429,125,0.838709677,0,0,0,0,0,0,0,0,0
1997-08-05,470.9696103,24,0.308264,273.1875,0,0.714285714,119.2857143,0.677419355,0,0,0,0,0,0,0,0,0
1997-08-06,488.5240406,23.5,0.318056,275.78125,0,0.571428571,125,0.64516129,0,0,0,0,0,0,0,0,0
